Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
1979-08-02,291.5,176.3,63431.67,128.53,344.48,485.75,2315.2,0.0,0.0,1006.38,186677.72,1136.86,6046.03,0.0,0.0,142649.94,0.0,245.46,258.76
1979-08-03,286.5,173.57,62575.1,126.24,338.65,478.93,2278.14,0.0,0.0,990.27,183689.23,1118.66,5949.24,0.0,0.0,140366.29,0.0,244.33,255.32
1979-08-06,282.7,171.07,62104.33,126.26,337.18,475.56,2298.31,0.0,0.0,998.54,185223.45,1102.37,5998.93,0.0,0.0,141538.66,0.0,244.06,254.95
1979-08-07,285.1,172.69,61136.2,128.54,331.22,468.71,2282.56,0.0,0.0,992.19,184045.44,1095.36,5960.78,0.0,0.0,140638.48,0.0,237.86,249.64
1979-08-08,289.0,174.96,62136.97,130.44,335.95,476.23,2322.34,0.0,0.0,1009.48,187253.21,1114.45,6064.67,0.0,0.0,143089.7,0.0,240.71,254.31
1979-08-09,297.1,179.36,63273.25,132.9,343.37,483.47,2346.46,0.0,0.0,1019.97,189197.82,1126.02,6127.65,0.0,0.0,144575.68,0.0,245.17,257.61
1979-08-10,303.75,183.46,65453.44,135.15,355.17,498.82,2416.06,0.0,0.0,1050.22,194809.92,1159.42,6309.41,0.0,0.0,148864.17,0.0,253.19,268.22
1979-08-13,298.75,180.6,65892.89,133.61,356.39,502.53,2437.15,0.0,0.0,1029.53,190062.57,1162.82,6222.08,0.0,0.0,150172.95,0.0,255.34,269.28
1979-08-14,292.0,176.8,63535.89,130.82,343.47,485.38,2352.55,0.0,0.0,993.73,183453.31,1122.38,6005.72,0.0,0.0,144950.82,0.0,244.43,259.66
1979-08-15,301.85,182.82,65116.21,135.21,351.84,498.2,2409.82,0.0,0.0,1017.92,187919.27,1149.7,6151.92,0.0,0.0,148479.49,0.0,251.86,265.84
1979-08-16,297.85,180.26,64350.69,134.05,347.01,491.05,2391.36,0.0,0.0,1010.13,186480.24,1140.9,6104.81,0.0,0.0,147342.47,0.0,249.4,264.07
1979-08-17,300.55,181.98,64911.39,135.5,349.34,495.59,2413.45,0.0,0.0,1019.46,188202.64,1151.44,6161.2,0.0,0.0,148703.39,0.0,249.48,264.76
1979-08-20,298.75,180.89,65015.91,134.45,349.65,496.71,2412.18,0.0,0.0,1018.99,188115.38,1128.02,6158.34,0.0,0.0,148634.44,0.0,249.03,265.45
1979-08-21,300.5,181.99,65064.06,135.94,347.95,495.58,2421.64,0.0,0.0,1022.92,188841.17,1132.37,6182.1,0.0,0.0,149207.9,0.0,250.66,265.19
1979-08-22,311.0,188.18,68362.95,140.18,363.17,516.71,2516.31,0.0,0.0,1062.91,196223.39,1176.64,6423.77,0.0,0.0,155040.77,0.0,260.74,276.54
1979-08-23,310.05,187.54,67814.14,139.38,360.61,512.87,2494.21,0.0,0.0,1053.57,194500.27,1166.31,6367.36,0.0,0.0,153679.29,0.0,259.36,274.67
1979-08-24,314.75,190.31,69005.75,140.92,367.11,520.63,2524.93,0.0,0.0,1051.11,196687.86,1180.74,6417.99,0.0,0.0,155581.43,0.0,261.79,279.05
1979-08-27,314.75,190.31,69005.75,140.92,367.11,520.63,2524.93,0.0,0.0,1051.11,196687.86,1187.79,6417.99,0.0,0.0,155581.43,0.0,261.79,279.05
1979-08-28,316.75,191.73,69720.07,140.81,369.33,524.66,2519.07,0.0,0.0,1048.61,196219.81,1184.96,6402.72,0.0,0.0,155211.21,0.0,264.12,280.71
1979-08-29,315.2,190.67,69669.4,139.87,368.27,522.17,2497.1,0.0,0.0,1039.47,194508.61,1174.63,6346.88,0.0,0.0,153857.63,0.0,262.1,279.1
1979-08-30,319.15,193.34,70216.85,142.1,373.28,528.75,2542.15,0.0,0.0,1058.22,198017.18,1195.81,6461.37,0.0,0.0,156632.94,0.0,266.4,282.92
1979-08-31,315.1,190.38,69957.47,139.89,370.38,526.44,2527.65,0.0,0.0,1052.18,196887.96,1188.99,6424.52,0.0,0.0,153643.94,0.0,265.44,281.59
1979-09-03,322.9,195.21,70663.6,143.64,372.21,529.44,2545.31,0.0,0.0,1072.38,199562.53,1210.16,6482.59,0.0,0.0,154726.85,0.0,267.03,283.51
1979-09-04,325.0,196.34,71652.32,145.15,378.35,536.67,2594.12,0.0,0.0,1092.88,203376.78,1233.29,6606.49,0.0,0.0,157684.15,0.0,270.25,287.26
1979-09-05,329.0,198.56,72842.19,146.71,384.53,544.3,2629.23,0.0,0.0,1107.67,206129.47,1249.98,6695.91,0.0,0.0,159818.39,0.0,274.35,291.74
1979-09-06,335.5,201.76,75211.04,149.28,397.74,558.78,2717.47,0.0,0.0,1144.85,213047.4,1291.93,6920.63,0.0,0.0,165182.08,0.0,283.56,301.83
1979-09-07,329.15,197.74,73062.7,146.29,386.06,538.59,2637.19,0.0,0.0,1111.02,206753.46,1253.76,6716.18,0.0,0.0,160302.2,0.0,275.62,292.91
1979-09-10,336.3,201.8,74343.57,149.77,391.31,547.56,2684.61,0.0,0.0,1129.57,210259.34,1276.39,7130.99,0.0,0.0,163194.63,0.0,280.75,298.05
1979-09-11,339.5,204.14,75034.56,151.53,393.08,553.12,2708.36,0.0,0.0,1139.5,212106.76,1287.6,7193.64,0.0,0.0,164628.53,0.0,282.3,300.21
1979-09-12,337.1,202.6,74927.97,151.68,391.55,549.37,2718.2,0.0,0.0,1143.64,212877.34,1292.28,7219.78,0.0,0.0,165226.62,0.0,281.36,298.8
1979-09-13,332.95,200.52,74863.16,151.13,389.24,547.71,2722.74,0.0,0.0,1145.55,213232.76,1294.44,7231.83,0.0,0.0,165502.48,0.0,280.31,298.16
1979-09-14,345.8,208.27,77158.8,159.47,401.74,564.66,2801.74,0.0,0.0,1202.02,223744.57,1358.25,7588.34,0.0,0.0,173661.32,0.0,289.35,309.32
1979-09-17,351.75,211.64,78404.26,163.49,407.83,572.46,2875.37,0.0,0.0,1173.62,219189.62,1325.21,7069.42,0.0,0.0,177565.09,0.0,289.33,312.39
1979-09-18,375.75,226.0,83085.72,174.44,432.58,604.53,3040.16,0.0,0.0,1241.11,231795.36,1401.42,7475.99,0.0,0.0,187776.98,0.0,309.42,331.83
1979-09-19,369.0,221.68,84013.09,171.95,437.76,610.17,3090.12,0.0,0.0,1261.51,235604.58,1424.46,7598.85,0.0,0.0,190862.82,0.0,312.22,334.83
1979-09-20,380.0,225.5,82666.75,175.84,438.17,593.52,3062.96,0.0,0.0,1250.42,233533.56,1411.93,7532.05,0.0,0.0,189185.09,0.0,310.0,333.36
1979-09-21,369.0,218.73,82970.35,170.56,435.67,586.18,3040.67,0.0,0.0,1241.32,231834.22,1401.66,7477.24,0.0,0.0,187808.46,0.0,311.19,330.59
1979-09-24,380.4,225.76,84025.4,176.36,440.01,594.69,3090.1,0.0,0.0,1267.15,235620.65,1429.7,7655.35,0.0,0.0,190394.45,0.0,312.42,334.0
1979-09-25,376.7,223.65,83744.28,174.52,439.15,591.83,3072.22,0.0,0.0,1262.91,234832.34,1424.92,7629.74,0.0,0.0,189757.46,0.0,311.46,334.28
1979-09-26,373.75,221.44,81538.74,170.78,432.39,586.23,2988.2,0.0,0.0,1228.38,228410.1,1385.95,7421.08,0.0,0.0,184567.93,0.0,305.48,327.17
1979-09-27,395.5,232.67,86286.79,179.51,448.92,601.03,3091.55,0.0,0.0,1270.86,236309.22,1433.88,7677.73,0.0,0.0,190950.85,0.0,318.15,342.34
1979-09-28,397.25,233.23,89088.49,180.36,460.72,616.45,3190.26,0.0,0.0,1306.81,242994.79,1474.44,7894.94,0.0,0.0,191720.57,0.0,327.15,351.67
1979-10-01,414.75,243.27,89971.75,189.08,463.7,618.33,3220.04,0.0,0.0,1329.54,249698.93,1504.39,8113.85,0.0,0.0,193719.37,0.0,329.47,353.51
1979-10-02,426.0,251.66,98479.66,194.43,507.01,683.12,3530.13,0.0,0.0,1456.0,273449.35,1647.48,8885.61,0.0,0.0,212145.22,0.0,362.01,388.33
1979-10-03,402.0,237.98,93915.8,184.11,486.25,662.68,3392.3,0.0,0.0,1399.15,262772.58,1583.15,8538.67,0.0,0.0,203862.06,0.0,346.72,371.93
1979-10-04,384.0,227.75,88097.56,175.54,459.51,625.79,3191.91,0.0,0.0,1316.5,247250.27,1489.63,8034.28,0.0,0.0,191819.67,0.0,325.52,350.14
1979-10-05,385.0,228.52,82378.01,176.48,428.57,580.35,2981.63,0.0,0.0,1229.77,230961.65,1391.5,7504.99,0.0,0.0,179182.77,0.0,304.41,326.56
1979-10-08,372.0,224.06,85049.95,173.71,439.06,609.51,3097.68,0.0,0.0,1270.03,235360.56,1437.14,7664.17,0.0,0.0,187098.97,0.0,312.85,336.33
1979-10-09,385.8,233.04,85177.05,178.98,441.45,612.59,3081.95,0.0,0.0,1262.79,234018.26,1428.95,7620.46,0.0,0.0,186031.91,0.0,309.75,335.37
1979-10-10,413.0,247.46,92305.78,190.32,480.01,659.06,3322.83,0.0,0.0,1361.49,252308.75,1540.63,8216.06,0.0,0.0,200571.87,0.0,337.73,363.94
1979-10-11,401.5,241.06,90552.16,185.49,469.85,647.26,3256.38,0.0,0.0,1334.26,247262.84,1509.82,8051.75,0.0,0.0,196560.64,0.0,331.16,357.4
1979-10-12,395.0,237.4,88219.69,182.87,455.01,629.11,3162.82,0.0,0.0,1295.92,240158.6,1466.44,7820.41,0.0,0.0,190913.15,0.0,321.11,347.22
1979-10-15,402.9,242.74,92023.66,186.79,470.9,653.46,3288.68,0.0,0.0,1347.82,250415.9,1520.71,8146.41,0.0,0.0,197737.09,0.0,331.84,359.54
1979-10-16,394.25,237.97,92475.91,183.12,468.03,652.14,3262.31,0.0,0.0,1342.24,249379.49,1514.42,8112.7,0.0,0.0,196918.7,0.0,330.01,358.52
1979-10-17,386.0,233.32,90520.28,179.95,454.13,637.7,3174.26,0.0,0.0,1306.01,242648.39,1473.54,7893.72,0.0,0.0,191603.59,0.0,320.29,348.66
1979-10-18,380.5,229.4,88734.1,176.77,450.59,626.02,3127.18,0.0,0.0,1286.64,239049.67,1451.69,7776.65,0.0,0.0,188761.92,0.0,315.45,343.49
1979-10-19,393.0,236.93,89644.5,182.37,458.77,638.51,3178.34,0.0,0.0,1307.69,242960.05,1475.44,7903.86,0.0,0.0,191849.68,0.0,320.88,349.2
1979-10-22,392.0,236.85,92412.14,182.37,467.44,658.71,3265.93,0.0,0.0,1333.97,247843.0,1503.25,8062.71,0.0,0.0,195705.43,0.0,327.51,356.22
1979-10-23,385.0,233.43,91351.03,182.21,459.6,649.36,3229.49,0.0,0.0,1329.91,247088.04,1498.67,8038.15,0.0,0.0,195109.29,0.0,325.14,350.64
1979-10-24,395.0,238.99,91215.14,187.12,460.04,645.42,3210.33,0.0,0.0,1335.98,248215.75,1505.51,8074.84,0.0,0.0,195999.77,0.0,321.1,351.32
1979-10-25,391.8,236.8,91551.53,185.42,461.0,648.45,3225.43,0.0,0.0,1342.26,249383.04,1512.59,8112.81,0.0,0.0,196921.5,0.0,323.62,354.08
1979-10-26,375.0,227.05,87847.48,178.19,442.71,625.89,3104.35,0.0,0.0,1291.87,240021.4,1455.81,7808.26,0.0,0.0,189529.23,0.0,310.94,339.63
1979-10-29,374.0,227.05,88354.14,178.44,442.93,629.82,3110.71,0.0,0.0,1268.58,234062.53,1422.24,7627.58,0.0,0.0,190044.11,0.0,312.23,339.93
1979-10-30,377.6,229.12,89523.83,182.55,444.35,629.85,3134.04,0.0,0.0,1290.6,238124.29,1446.92,7759.94,0.0,0.0,193342.01,0.0,313.01,342.28
1979-10-31,382.0,231.45,90261.12,184.01,449.29,631.0,3142.6,0.0,0.0,1298.59,239598.91,1455.88,7808.0,0.0,0.0,183783.85,0.0,315.5,346.87
1979-11-01,378.5,229.08,90343.69,182.67,449.24,627.18,3148.67,0.0,0.0,1301.1,240061.31,1458.69,7823.06,0.0,0.0,184138.53,0.0,315.74,347.26
1979-11-02,372.8,224.9,87451.5,180.4,442.67,609.18,3101.88,0.0,0.0,1281.54,236452.97,1436.77,7705.48,0.0,0.0,181370.76,0.0,308.74,338.71
1979-11-05,381.0,229.5,89567.25,184.15,448.25,621.63,3136.91,0.0,0.0,1267.92,236227.35,1417.73,7644.05,0.0,0.0,183580.03,0.0,312.05,344.02
1979-11-06,384.3,232.42,91293.84,185.34,453.47,633.56,3191.56,0.0,0.0,1281.9,238832.45,1433.36,7728.34,0.0,0.0,185604.54,0.0,317.7,349.47
1979-11-07,395.0,237.68,94304.41,187.56,464.16,641.12,3220.25,0.0,0.0,1293.42,240979.46,1446.25,7797.82,0.0,0.0,187273.05,0.0,322.52,358.02
1979-11-08,389.5,235.34,94877.78,186.81,465.54,647.11,3251.29,0.0,0.0,1306.45,243406.69,1460.82,7876.36,0.0,0.0,189159.33,0.0,326.9,360.5
1979-11-09,389.5,235.21,94910.28,186.19,463.56,644.53,3220.07,0.0,0.0,1292.79,240861.61,1445.54,7794.01,0.0,0.0,187181.47,0.0,322.17,356.73
1979-11-12,393.25,237.98,97156.08,186.33,467.08,655.0,3216.62,0.0,0.0,1320.24,245613.54,1474.8,7981.04,0.0,0.0,187111.86,0.0,325.03,360.41
1979-11-13,387.2,234.05,95666.84,183.51,459.26,643.6,3180.05,0.0,0.0,1303.75,242546.01,1456.38,7881.36,0.0,0.0,184774.96,0.0,321.53,354.53
1979-11-14,390.0,234.56,94744.93,184.53,459.91,641.76,3147.85,0.0,0.0,1305.62,242893.22,1458.46,7892.65,0.0,0.0,185039.47,0.0,321.71,355.0
1979-11-15,386.0,232.2,95632.21,180.08,458.73,641.77,3100.85,0.0,0.0,1281.72,238447.81,1431.77,7748.2,0.0,0.0,181652.9,0.0,321.7,355.23
1979-11-16,390.35,234.16,95286.95,180.8,456.91,636.74,3072.23,0.0,0.0,1269.9,236247.15,1418.56,7676.69,0.0,0.0,179976.4,0.0,319.26,354.33
1979-11-19,389.85,232.51,95623.36,178.67,459.8,639.43,3136.8,0.0,0.0,1311.92,243973.61,1467.42,7783.92,0.0,0.0,179599.03,0.0,324.67,356.31
1979-11-20,387.75,231.48,95814.65,178.85,457.63,639.66,3150.63,0.0,0.0,1317.0,244919.47,1473.11,7814.1,0.0,0.0,180295.32,0.0,323.51,355.32
1979-11-21,396.15,235.64,98469.92,182.22,465.61,651.14,3204.94,0.0,0.0,1339.7,249140.77,1498.49,7948.77,0.0,0.0,183402.79,0.0,328.81,363.58
1979-11-22,393.15,234.26,98227.78,180.8,464.66,653.04,3189.66,0.0,0.0,1333.32,247953.61,1491.35,7910.9,0.0,0.0,182528.87,0.0,327.24,361.03
1979-11-23,392.0,233.75,97141.7,181.27,458.74,644.0,3167.58,0.0,0.0,1324.09,246236.61,1481.03,7856.12,0.0,0.0,181264.92,0.0,323.08,357.27
1979-11-26,395.25,234.97,98613.57,182.82,460.53,649.4,3171.99,0.0,0.0,1334.24,248124.46,1468.75,7916.35,0.0,0.0,182654.64,0.0,325.29,359.83
1979-11-27,393.75,233.94,98172.37,182.21,460.9,649.32,3178.67,0.0,0.0,1336.89,248618.33,1471.67,7932.11,0.0,0.0,183018.2,0.0,326.39,361.0
1979-11-28,411.2,244.13,100859.32,188.97,475.05,663.08,3250.59,0.0,0.0,1367.14,254243.72,1504.97,8111.58,0.0,0.0,187159.28,0.0,334.33,369.26
1979-11-29,411.7,243.78,102304.18,188.59,480.97,666.65,3286.54,0.0,0.0,1382.26,257055.15,1521.62,8201.28,0.0,0.0,189228.89,0.0,340.86,375.32
1979-11-30,415.65,244.87,104134.1,188.97,488.14,667.2,3310.29,0.0,0.0,1392.25,258912.66,1532.61,8260.54,0.0,0.0,201557.69,0.0,345.69,381.35
1979-12-03,428.75,250.15,106564.92,193.74,499.17,669.66,3392.28,0.0,0.0,1435.05,267862.82,1605.24,8674.11,0.0,0.0,205514.0,0.0,354.51,390.38
1979-12-04,431.2,253.44,107709.58,196.45,505.75,692.63,3520.03,0.0,0.0,1470.48,274476.12,1644.87,8888.27,0.0,0.0,210587.95,0.0,359.79,396.36
1979-12-05,426.4,252.6,104888.52,195.69,497.78,687.17,3473.04,0.0,0.0,1454.72,271533.83,1627.24,8792.99,0.0,0.0,208330.52,0.0,353.09,390.05
1979-12-06,433.75,256.43,105700.0,197.97,507.08,697.06,3513.05,0.0,0.0,1471.47,274661.35,1645.98,8894.26,0.0,0.0,210730.07,0.0,359.04,394.94
1979-12-07,430.4,255.91,103067.19,198.62,499.49,693.55,3512.48,0.0,0.0,1469.28,274251.78,1643.53,8881.0,0.0,0.0,210415.83,0.0,355.04,389.69
1979-12-10,431.15,256.1,100364.82,198.87,502.22,695.79,3521.22,0.0,0.0,1456.23,269363.65,1629.31,8779.18,0.0,0.0,211397.11,0.0,357.2,389.92
1979-12-11,445.5,262.89,103219.2,203.47,515.08,706.66,3583.37,0.0,0.0,1480.05,273768.46,1655.96,8922.75,0.0,0.0,214854.02,0.0,366.68,398.32
1979-12-12,446.25,263.0,106939.65,203.49,521.88,720.79,3648.78,0.0,0.0,1501.05,277653.46,1679.45,9049.37,0.0,0.0,217902.98,0.0,371.78,407.35
1979-12-13,458.8,270.17,110462.49,208.07,535.67,732.26,3701.55,0.0,0.0,1522.76,281668.95,1703.74,9180.24,0.0,0.0,221054.33,0.0,379.65,415.01
1979-12-14,456.8,269.8,111349.72,207.68,539.1,741.63,3713.98,0.0,0.0,1529.23,282865.89,1710.98,9219.25,0.0,0.0,221993.7,0.0,379.59,416.8
1979-12-17,469.5,276.99,109990.88,213.55,540.0,740.61,3739.68,0.0,0.0,1550.35,288417.03,1732.62,9394.27,0.0,0.0,222626.12,0.0,381.09,417.97
1979-12-18,477.75,281.22,113394.49,217.31,555.88,760.81,3832.28,0.0,0.0,1593.77,296494.8,1781.14,9657.38,0.0,0.0,228861.27,0.0,391.55,429.24
1979-12-19,488.5,287.18,117981.95,221.59,580.39,791.03,3988.04,0.0,0.0,1658.25,308489.72,1853.2,10048.07,0.0,0.0,238120.02,0.0,407.84,446.61
1979-12-20,471.5,277.57,112844.09,214.42,560.31,763.87,3863.07,0.0,0.0,1605.86,298743.85,1794.65,9730.63,0.0,0.0,230597.29,0.0,394.74,432.28
1979-12-21,473.1,278.61,113275.72,214.75,558.24,763.17,3839.08,0.0,0.0,1595.89,296889.11,1783.51,9670.22,0.0,0.0,229165.64,0.0,391.53,428.41
1979-12-24,473.1,277.44,113218.97,214.34,557.05,759.82,3831.69,0.0,0.0,1594.97,295553.13,1874.79,9632.22,0.0,0.0,228724.23,0.0,391.75,429.09
1979-12-25,473.1,277.44,113218.97,214.34,557.05,759.82,3831.69,0.0,0.0,1594.97,295553.13,1874.79,9632.22,0.0,0.0,228724.23,0.0,391.75,429.09
1979-12-26,473.1,277.44,113218.97,214.34,557.05,759.82,3831.69,0.0,0.0,1594.97,295553.13,1874.79,9632.22,0.0,0.0,228724.23,0.0,391.75,429.09
1979-12-27,473.1,275.92,121724.64,211.21,597.15,803.36,4033.71,0.0,0.0,1682.8,311828.53,1978.03,10162.65,0.0,0.0,241319.52,0.0,414.11,454.88
1979-12-28,512.0,299.02,123650.71,229.13,604.31,820.5,4106.49,0.0,0.0,1707.83,316467.42,2007.45,10313.83,0.0,0.0,244909.49,0.0,425.34,465.45
1979-12-31,512.0,299.12,125630.27,230.63,611.81,835.57,4189.64,0.0,0.0,1749.03,324101.29,2055.87,10645.23,0.0,0.0,253615.89,0.0,434.07,474.31
1980-01-01,512.0,299.12,125630.27,230.63,611.81,835.57,4189.64,0.0,0.0,1749.03,324101.29,2055.87,10645.23,0.0,0.0,253615.89,0.0,434.07,474.31
1980-01-02,559.5,325.32,133142.75,249.55,650.63,881.39,4438.86,0.0,0.0,1847.54,342356.35,2171.67,11244.82,0.0,0.0,267900.86,0.0,458.52,501.4
1980-01-03,634.0,368.66,150523.23,283.04,739.5,993.14,5023.01,0.0,0.0,2090.68,387410.36,2457.46,12724.64,0.0,0.0,303156.54,0.0,522.1,570.21
1980-01-04,588.0,342.56,139976.87,262.79,696.29,940.28,4742.19,0.0,0.0,1973.79,365751.12,2320.07,12013.23,0.0,0.0,286207.75,0.0,491.85,536.73
1980-01-07,633.5,368.22,146612.52,280.06,740.48,994.78,4985.1,0.0,0.0,2114.47,395937.82,2439.34,12798.84,0.0,0.0,300920.8,0.0,523.72,567.69
1980-01-08,610.0,355.16,144534.46,269.67,719.95,970.37,4852.79,0.0,0.0,2055.06,384812.78,2370.8,12439.22,0.0,0.0,292465.54,0.0,508.32,553.1
1980-01-09,607.2,353.19,140712.22,267.9,699.4,943.02,4746.35,0.0,0.0,1996.01,373756.5,2302.68,12081.82,0.0,0.0,284062.54,0.0,494.11,538.26
1980-01-10,602.85,351.34,143335.49,266.81,709.14,960.95,4832.57,0.0,0.0,2032.27,380545.63,2344.51,12301.28,0.0,0.0,289222.42,0.0,500.26,546.42
1980-01-11,623.0,363.71,144022.17,275.97,710.25,966.0,4851.16,0.0,0.0,2040.09,382010.02,2353.53,12348.62,0.0,0.0,290335.39,0.0,501.24,548.8
1980-01-14,660.0,385.03,152960.9,289.98,755.27,1025.19,5113.87,0.0,0.0,2165.64,402493.45,2413.22,13090.61,0.0,0.0,305773.47,0.0,531.66,580.97
1980-01-15,684.0,400.37,163350.73,300.33,794.89,1087.76,5385.81,0.0,0.0,2278.82,423529.02,2539.35,13774.76,0.0,0.0,321754.15,0.0,559.3,615.22
1980-01-16,760.0,444.09,182227.21,335.1,889.46,1212.6,6066.57,0.0,0.0,2566.87,477062.52,2860.32,15515.88,0.0,0.0,362423.45,0.0,626.79,687.93
1980-01-17,750.0,438.5,174614.59,329.38,845.57,1160.1,5751.92,0.0,0.0,2433.73,452318.91,2711.96,14711.12,0.0,0.0,343625.77,0.0,596.84,655.44
1980-01-18,835.0,487.96,197571.03,365.35,958.6,1314.73,6496.22,0.0,0.0,2748.66,510849.28,3062.89,16614.75,0.0,0.0,388091.18,0.0,675.52,743.15
1980-01-21,850.0,497.88,203368.35,372.15,978.46,1350.87,6710.04,0.0,0.0,2838.3,528259.43,3163.1,17236.48,0.0,0.0,396578.89,0.0,687.43,760.32
1980-01-22,737.5,433.05,182912.24,324.1,883.88,1228.92,6074.46,0.0,0.0,2578.54,479914.09,2873.62,15659.03,0.0,0.0,360284.72,0.0,624.35,687.39
1980-01-23,695.0,407.36,154157.64,304.96,753.39,1044.59,5166.88,0.0,0.0,2193.29,408211.13,2444.28,13319.45,0.0,0.0,306455.33,0.0,531.42,584.4
1980-01-24,717.0,420.84,170461.3,314.68,824.34,1145.89,5660.96,0.0,0.0,2403.02,447246.07,2678.01,14593.11,0.0,0.0,335759.93,0.0,582.08,642.32
1980-01-25,668.0,392.36,165544.62,295.05,802.52,1116.97,5533.18,0.0,0.0,2348.78,437150.8,2617.56,14263.71,0.0,0.0,328181.13,0.0,565.13,626.75
1980-01-28,624.0,367.71,151060.72,277.52,731.66,1018.26,5066.12,0.0,0.0,2151.22,400380.83,2363.82,13063.95,0.0,0.0,300576.91,0.0,513.89,569.55
1980-01-29,674.25,397.03,161914.93,298.74,789.9,1093.45,5432.16,0.0,0.0,2310.07,429945.73,2538.37,14028.62,0.0,0.0,322772.09,0.0,553.03,611.76
1980-01-30,691.0,406.28,168187.86,305.08,817.49,1130.57,5616.57,0.0,0.0,2388.48,444540.87,2624.54,14504.84,0.0,0.0,333729.06,0.0,574.21,634.55
1980-01-31,653.0,385.01,159889.73,288.11,774.1,1094.91,5329.61,0.0,0.0,2266.46,421828.9,2490.45,13763.78,0.0,0.0,387525.23,0.0,546.13,603.75
1980-02-01,676.5,398.89,162339.94,297.49,780.81,1103.55,5385.32,0.0,0.0,2284.34,425158.36,2510.11,13872.42,0.0,0.0,390583.93,0.0,552.59,609.85
1980-02-04,669.75,394.51,161421.16,293.04,778.58,1096.72,5330.72,0.0,0.0,2246.37,420003.74,2499.23,13572.31,0.0,0.0,386604.83,0.0,549.91,606.28
1980-02-05,682.0,401.55,158624.5,297.75,767.72,1074.58,5243.79,0.0,0.0,2205.44,412351.52,2453.7,13325.03,0.0,0.0,379561.12,0.0,541.04,597.12
1980-02-06,709.0,416.0,167040.14,306.59,806.61,1117.36,5467.27,0.0,0.0,2299.43,429925.18,2558.27,13892.92,0.0,0.0,395737.31,0.0,569.89,627.83
1980-02-07,699.25,411.02,169113.17,304.02,815.57,1138.64,5560.17,0.0,0.0,2338.51,437230.22,2601.74,14128.98,0.0,0.0,402461.46,0.0,575.52,634.21
1980-02-08,692.0,407.18,166396.37,301.07,797.83,1114.3,5443.78,0.0,0.0,2288.51,427882.79,2546.12,13826.92,0.0,0.0,393857.33,0.0,562.84,621.25
1980-02-11,710.5,416.94,172540.38,308.31,828.44,1156.47,5636.62,0.0,0.0,2368.75,442884.64,2672.59,14311.7,0.0,0.0,407666.23,0.0,583.89,645.51
1980-02-12,694.5,408.16,170027.71,302.35,816.59,1140.41,5567.6,0.0,0.0,2340.56,437614.54,2640.79,14141.4,0.0,0.0,402815.21,0.0,574.65,636.0
1980-02-13,696.75,408.22,168263.82,301.82,806.82,1122.26,5475.31,0.0,0.0,2301.76,430360.68,2597.02,13906.99,0.0,0.0,396138.18,0.0,566.48,628.47
1980-02-14,682.0,399.78,167463.92,294.86,798.35,1113.95,5405.72,0.0,0.0,2272.51,424891.35,2564.01,13730.25,0.0,0.0,391103.77,0.0,560.17,621.37
1980-02-15,667.0,391.86,163960.37,290.57,783.22,1098.95,5352.19,0.0,0.0,2244.9,419729.72,2532.86,13563.46,0.0,0.0,386352.6,0.0,548.81,607.36
1980-02-18,661.5,388.97,162932.83,288.05,773.68,1083.32,5260.19,0.0,0.0,2236.16,415558.35,2488.16,13506.77,0.0,0.0,380859.88,0.0,540.94,600.46
1980-02-19,652.25,385.06,162367.07,287.08,767.28,1084.15,5292.9,0.0,0.0,2248.38,417829.42,2501.76,13580.58,0.0,0.0,382941.32,0.0,536.98,599.52
1980-02-20,606.0,357.55,153816.75,265.85,721.24,1027.5,4980.62,0.0,0.0,2116.69,393356.85,2355.23,12785.16,0.0,0.0,361902.56,0.0,507.51,566.05
1980-02-21,665.0,392.31,158940.79,290.65,744.12,1060.31,5138.4,0.0,0.0,2181.37,405376.7,2427.2,13175.84,0.0,0.0,372961.26,0.0,523.8,586.03
1980-02-22,630.0,373.37,159073.89,276.62,740.72,1069.44,5138.14,0.0,0.0,2181.26,405355.84,2427.08,13175.16,0.0,0.0,372942.07,0.0,521.02,584.45
1980-02-25,616.5,366.23,155220.79,270.75,719.15,1043.73,4992.86,0.0,0.0,2097.06,390453.7,2333.12,12708.61,0.0,0.0,362299.84,0.0,505.6,568.04
1980-02-26,642.25,381.78,157881.53,282.12,731.93,1063.5,5092.09,0.0,0.0,2136.78,397850.28,2377.31,12949.36,0.0,0.0,369163.09,0.0,514.9,579.5
1980-02-27,636.0,377.81,156184.59,278.03,719.88,1046.96,5022.32,0.0,0.0,2100.79,391148.89,2337.27,12731.24,0.0,0.0,362944.91,0.0,508.7,572.36
1980-02-28,646.0,383.84,158453.03,282.71,730.98,1067.99,5097.43,0.0,0.0,2133.18,397179.62,2373.31,12927.53,0.0,0.0,368540.79,0.0,515.15,580.62
1980-02-29,637.0,381.48,161055.96,280.25,732.64,1089.66,5138.08,0.0,0.0,2151.17,400528.15,2393.31,13036.52,0.0,0.0,371647.87,0.0,516.81,583.69
